City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,Diffa,13.32,12.61,77.88,71,99,10.22,NE,2020-09-30 00:57:06
305,Airai,-8.93,125.41,76.08,40,100,5.97,TL,2020-09-30 00:46:17
306,Santo Antonio Do Ica,-3.1,-67.94,74.37,96,100,0.89,BR,2020-09-30 00:57:06
307,Gejiu,23.31,103.16,63.28,100,99,2.51,CN,2020-09-30 00:57:07
308,Sao Joao Da Barra,-21.64,-41.05,73.74,90,75,5.46,BR,2020-09-30 00:50:18
309,Mandalgovi,45.76,106.27,44.38,81,98,15.66,MN,2020-09-30 00:55:41
310,Port Hardy,50.7,-127.42,66.2,77,20,1.99,CA,2020-09-30 00:50:07
311,Darhan,49.49,105.92,45.14,59,99,15.59,MN,2020-09-30 00:57:08
312,Muros,42.78,-9.06,53.01,88,7,1.99,ES,2020-09-30 00:57:08
313,Petropavl,54.88,69.16,37.87,78,0,1.63,KZ,2020-09-30 00:57:08
314,Yatou,37.15,122.38,64.22,60,0,15.48,CN,2020-09-30 00:57:09
315,Miri,4.41,114.01,84.2,79,40,5.82,MY,2020-09-30 00:57:09
316,Banjar,-8.19,114.97,82.4,100,40,13.87,ID,2020-09-30 00:57:09
317,Christchurch,-43.53,172.63,55.4,28,4,14.99,NZ,2020-09-30 00:55:36
318,Vero Beach,27.64,-80.4,80.01,94,40,6.93,US,2020-09-30 00:55:41
319,Minusinsk,53.71,91.69,37.4,74,40,6.71,RU,2020-09-30 00:57:10
320,Galle,6.04,80.22,78.87,82,100,7.67,LK,2020-09-30 00:57:10
321,Dunedin,-45.87,170.5,50.0,63,50,18.01,NZ,2020-09-30 00:44:46
322,Vestmannaeyjar,63.44,-20.27,43.81,74,5,10.58,IS,2020-09-30 00:48:56
323,Chimbote,-9.09,-78.58,62.04,85,24,6.64,PE,2020-09-30 00:57:12
324,Katobu,-4.94,122.53,86.14,59,2,5.17,ID,2020-09-30 00:57:12
325,Kaduna,10.52,7.44,69.37,91,100,4.38,NG,2020-09-30 00:57:12
326,Ndele,8.41,20.65,70.48,96,98,3.06,CF,2020-09-30 00:57:13
327,Keetmanshoop,-26.58,18.13,52.63,29,0,10.58,NA,2020-09-30 00:57:13
328,Qaqortoq,60.72,-46.03,30.2,58,0,2.24,GL,2020-09-30 00:57:13
329,Khipro,25.83,69.38,78.58,82,0,10.31,PK,2020-09-30 00:57:14
330,Bud,39.45,-86.18,54.0,71,1,3.36,US,2020-09-30 00:50:38
331,Mercedes,-34.65,-59.43,64.99,31,0,3.0,AR,2020-09-30 00:57:14
332,Palmer,42.16,-72.33,71.01,100,90,5.82,US,2020-09-30 00:52:51
333,Kalevala,65.2,31.17,43.81,94,67,3.27,RU,2020-09-30 00:57:17
334,Turayf,31.67,38.66,71.6,35,0,13.87,SA,2020-09-30 00:57:17
335,Abu Dhabi,24.47,54.37,84.2,54,0,2.24,AE,2020-09-30 00:54:42
336,Porteirinha,-15.74,-43.03,78.71,36,0,9.15,BR,2020-09-30 00:53:07
337,Westport,41.14,-73.36,71.6,94,90,3.36,US,2020-09-30 00:43:57
338,Poum,-20.23,164.02,71.53,66,4,11.56,NC,2020-09-30 00:57:18
339,Haifa,32.82,34.99,78.12,80,0,5.73,IL,2020-09-30 00:57:18
340,Plerin,48.54,-2.78,55.99,11,100,6.11,FR,2020-09-30 00:57:18
341,El Oro,26.87,-105.85,56.91,51,0,6.15,MX,2020-09-30 00:57:19
342,Luanda,-8.84,13.23,73.4,83,75,2.24,AO,2020-09-30 00:44:43
343,Henties Bay,-22.12,14.28,51.01,90,0,1.99,NA,2020-09-30 00:48:14
344,Rivers,50.03,-100.24,57.2,47,40,20.8,CA,2020-09-30 00:57:20
345,Nara,34.69,135.8,75.99,69,75,4.7,JP,2020-09-30 00:57:20
346,Fairbanks,64.84,-147.72,55.4,43,1,5.12,US,2020-09-30 00:47:37
347,Ostrovnoy,68.05,39.51,46.4,80,0,17.98,RU,2020-09-30 00:45:56
348,Hay River,60.82,-115.8,48.2,81,75,20.8,CA,2020-09-30 00:47:39
349,Lake Lucerne,25.97,-80.24,86.0,66,1,8.05,US,2020-09-30 00:57:21
350,Vila Franca Do Campo,37.72,-25.43,66.2,63,20,9.17,PT,2020-09-30 00:50:32
351,Yagodnoye,62.55,149.67,38.59,83,100,3.2,RU,2020-09-30 00:57:21
352,Dwarka,22.24,68.97,80.38,76,3,10.38,IN,2020-09-30 00:57:22
353,Sinnamary,5.38,-52.95,79.0,86,36,6.98,GF,2020-09-30 00:49:13
354,Maungatapere,-35.75,174.2,56.77,54,64,7.07,NZ,2020-09-30 00:57:22
355,Charters Towers,-20.1,146.27,78.82,42,0,12.55,AU,2020-09-30 00:57:23
356,Oistins,13.07,-59.53,82.4,83,75,20.8,BB,2020-09-30 00:57:23
357,Tsagan Aman,47.56,46.72,59.0,93,3,11.27,RU,2020-09-30 00:57:24
358,Winnemucca,40.97,-117.74,84.2,9,1,3.36,US,2020-09-30 00:57:24
359,Gimbi,9.17,35.83,55.8,100,100,0.96,ET,2020-09-30 00:57:24
360,Vostok,46.49,135.88,51.37,69,0,3.44,RU,2020-09-30 00:48:14
361,Kushima,31.46,131.23,69.8,88,75,5.82,JP,2020-09-30 00:57:25
362,Narsaq,60.92,-46.05,30.2,58,0,2.24,GL,2020-09-30 00:48:42
363,Swellendam,-34.02,20.44,50.0,81,58,1.12,ZA,2020-09-30 00:57:26
364,Kapit,2.02,112.93,80.33,82,100,1.52,MY,2020-09-30 00:47:21
365,Torbay,47.67,-52.73,64.0,1,2,1.99,CA,2020-09-30 00:47:35
366,Hastings,50.86,0.57,55.0,95,97,12.46,GB,2020-09-30 00:57:26
367,Grand Forks,47.93,-97.03,60.8,44,75,5.82,US,2020-09-30 00:52:28
368,Camacha,33.08,-16.33,69.8,73,75,11.41,PT,2020-09-30 00:50:37
369,Ghanzi,-21.57,21.78,58.15,24,0,11.43,BW,2020-09-30 00:57:27
370,Lorengau,-2.02,147.27,85.96,68,100,9.98,PG,2020-09-30 00:57:27
371,Kasempa,-13.46,25.83,62.02,90,100,1.3,ZM,2020-09-30 00:57:28
372,Narrabri,-30.32,149.78,57.99,82,90,28.86,AU,2020-09-30 00:57:28
373,Klyuchevskiy,53.53,119.45,41.41,68,100,2.51,RU,2020-09-30 00:57:28
374,West Bay,19.37,-81.42,82.4,83,20,1.12,KY,2020-09-30 00:49:34
375,Port Moresby,-9.44,147.18,82.4,78,75,11.41,PG,2020-09-30 00:56:08
376,Geraldton,-28.77,114.6,60.8,72,0,3.36,AU,2020-09-30 00:48:39
377,Ginir,7.13,40.7,60.73,88,98,5.37,ET,2020-09-30 00:57:30
378,San Pedro,14.35,121.02,87.01,79,40,6.93,PH,2020-09-30 00:53:16
379,Teguldet,57.31,88.17,30.33,94,67,3.11,RU,2020-09-30 00:57:30
380,Iskateley,67.68,53.15,42.66,92,50,9.08,RU,2020-09-30 00:57:31
381,Negara,-8.32,114.6,81.88,69,80,4.74,ID,2020-09-30 00:57:31
382,Isabela,6.71,121.97,84.2,74,20,3.36,PH,2020-09-30 00:57:32
383,Chateau-Thierry,49.05,3.4,57.99,10,92,1.01,FR,2020-09-30 00:57:32
384,Abu Kamal,34.45,40.92,75.69,30,45,10.89,SY,2020-09-30 00:57:32
385,Bac Lieu,9.29,105.72,80.94,81,100,8.72,VN,2020-09-30 00:52:36
386,Acapulco,16.86,-99.89,84.2,74,90,3.36,MX,2020-09-30 00:57:33
387,Marfino,55.7,37.38,50.0,57,16,6.71,RU,2020-09-30 00:47:55
388,Barra Do Garcas,-15.89,-52.26,84.09,21,0,0.4,BR,2020-09-30 00:57:33
389,Balikpapan,-1.27,116.83,82.4,88,20,3.36,ID,2020-09-30 00:57:33
390,Tautira,-17.73,-149.15,87.8,55,40,6.93,PF,2020-09-30 00:48:29
391,Saint-Pierre,-21.34,55.48,68.0,72,4,6.93,RE,2020-09-30 00:48:14
392,Cassia,-20.58,-46.92,80.62,30,56,1.66,BR,2020-09-30 00:57:34
393,Port Elizabeth,-33.92,25.57,48.2,93,0,4.7,ZA,2020-09-30 00:48:40
394,Porkhov,57.77,29.56,50.0,100,1,2.24,RU,2020-09-30 00:57:34
395,Stornoway,58.21,-6.39,53.6,71,100,21.92,GB,2020-09-30 00:57:34
396,Marzuq,14.4,46.47,74.12,48,73,4.05,YE,2020-09-30 00:47:56
397,Uchaly,54.3,59.45,44.22,94,13,2.89,RU,2020-09-30 00:57:35
398,Lagoa,39.05,-27.98,66.58,69,53,8.12,PT,2020-09-30 00:49:01
399,Honningsvag,70.98,25.97,51.26,83,9,9.31,NO,2020-09-30 00:57:35
400,Rocha,-34.48,-54.33,50.88,79,0,7.2,UY,2020-09-30 00:48:10
401,Ankazoabo,-22.28,44.52,67.78,53,0,4.41,MG,2020-09-30 00:57:35
402,Vallenar,-28.57,-70.76,55.33,62,0,0.47,CL,2020-09-30 00:57:36
403,Eirunepe,-6.66,-69.87,72.88,97,100,2.68,BR,2020-09-30 00:57:37
404,Santiago Del Estero,-27.8,-64.26,75.63,37,0,7.11,AR,2020-09-30 00:50:10
405,Ngunguru,-35.62,174.5,57.36,55,100,8.3,NZ,2020-09-30 00:57:37
406,Oriximina,-1.77,-55.87,87.62,44,0,7.4,BR,2020-09-30 00:57:38
407,Hailar,49.2,119.7,45.68,58,0,7.96,CN,2020-09-30 00:57:38
408,Aborlan,9.44,118.55,84.2,74,20,4.7,PH,2020-09-30 00:57:38
409,Kathu,7.92,98.33,84.0,94,20,2.24,TH,2020-09-30 00:57:39
410,Fortuna,40.6,-124.16,64.4,77,1,8.05,US,2020-09-30 00:48:21
411,Manono,-7.3,27.42,71.4,86,100,2.19,CD,2020-09-30 00:57:40
412,Alice Springs,-23.7,133.88,71.6,46,0,14.99,AU,2020-09-30 00:48:08
413,Jinchang,38.5,102.17,53.42,59,24,28.81,CN,2020-09-30 00:57:40
414,La Libertad,-2.23,-80.9,67.46,84,78,11.16,EC,2020-09-30 00:57:41
415,Opuwo,-18.06,13.84,57.33,36,55,2.84,NA,2020-09-30 00:57:41
416,Ocos,14.51,-92.19,82.4,88,40,5.82,GT,2020-09-30 00:57:41
417,Villazon,-22.09,-65.59,58.95,26,44,8.59,BO,2020-09-30 00:57:42
418,Pemba,-12.97,40.52,74.07,84,2,4.03,MZ,2020-09-30 00:57:42
419,New Bern,35.11,-77.04,75.99,94,75,13.87,US,2020-09-30 00:57:42
420,Warri,5.52,5.75,74.37,95,83,4.09,NG,2020-09-30 00:57:43
421,Karaikkudi,10.07,78.78,77.95,78,100,5.79,IN,2020-09-30 00:57:43
422,Longyan,25.11,117.02,72.05,88,100,0.49,CN,2020-09-30 00:57:43
423,Takaka,-40.85,172.8,57.0,70,59,7.0,NZ,2020-09-30 00:57:44
424,Porto Calvo,-9.04,-35.4,71.6,88,30,3.36,BR,2020-09-30 00:57:44
425,Orativ,49.19,29.53,57.85,91,100,7.02,UA,2020-09-30 00:57:44
426,Horsham,51.06,-0.33,54.0,100,100,2.24,GB,2020-09-30 00:49:59
427,Zhezkazgan,47.8,67.71,47.55,83,0,11.18,KZ,2020-09-30 00:57:44
428,Muromtsevo,56.37,75.24,34.61,89,79,5.06,RU,2020-09-30 00:57:45
429,Cabo San Lucas,22.89,-109.91,90.0,58,5,6.93,MX,2020-09-30 00:43:14
430,Sao Lourenco Do Sul,-31.37,-51.98,61.0,82,85,9.26,BR,2020-09-30 00:57:45
431,Tabou,4.42,-7.35,76.35,90,100,9.89,CI,2020-09-30 00:57:45
432,Clarence Town,-32.58,151.78,69.01,59,100,8.05,AU,2020-09-30 00:57:46
433,Inhambane,-23.86,35.38,72.16,86,88,8.03,MZ,2020-09-30 00:49:57
434,Garibaldi,-29.26,-51.53,68.0,77,2,9.17,BR,2020-09-30 00:57:46
435,Katangli,51.71,143.23,54.12,73,99,6.4,RU,2020-09-30 00:57:47
436,La Palma,33.85,-118.05,96.8,22,1,4.7,US,2020-09-30 00:46:56
437,Angren,41.02,70.14,48.36,55,100,2.1,UZ,2020-09-30 00:57:47
438,Sayyan,15.17,44.32,57.67,40,7,1.66,YE,2020-09-30 00:57:48
439,Hofn,64.25,-15.21,48.76,93,100,23.38,IS,2020-09-30 00:49:22
440,Seoul,37.57,126.98,68.0,72,69,2.59,KR,2020-09-30 00:50:12
441,Port-Cartier,50.03,-66.87,59.0,87,90,5.82,CA,2020-09-30 00:57:48
442,Plettenberg Bay,-34.05,23.37,51.19,75,0,4.23,ZA,2020-09-30 00:57:48
443,San Carlos De Bariloche,-41.15,-71.31,41.0,80,40,16.11,AR,2020-09-30 00:57:29
444,Northam,51.03,-4.22,51.01,93,90,7.0,GB,2020-09-30 00:48:41
445,Manta,-0.95,-80.73,71.6,83,20,10.29,EC,2020-09-30 00:57:49
446,Waddan,29.16,16.14,75.15,70,0,10.65,LY,2020-09-30 00:49:50
447,Mingaora,34.78,72.36,63.93,47,37,6.17,PK,2020-09-30 00:54:16
448,Houma,29.6,-90.72,69.01,49,1,5.82,US,2020-09-30 00:57:18
449,Adelaide,-34.93,138.6,59.0,72,75,13.87,AU,2020-09-30 00:54:09
450,Freeport,40.66,-73.58,71.01,100,90,9.17,US,2020-09-30 00:53:41
451,Sambava,-14.27,50.17,72.88,84,14,8.3,MG,2020-09-30 00:54:13
452,Codrington,-38.27,141.97,57.0,89,100,14.27,AU,2020-09-30 00:49:23
453,Vao,-22.67,167.48,67.19,74,0,23.02,NC,2020-09-30 00:57:51
454,Sidi Ali,36.1,0.42,69.8,79,100,4.9,DZ,2020-09-30 00:57:51
455,Englewood,39.65,-104.99,73.0,33,0,5.17,US,2020-09-30 00:57:51
456,Bereda,43.27,-7.54,53.01,100,1,4.0,ES,2020-09-30 00:49:28
457,Chilmari,25.56,89.67,81.36,79,100,4.85,BD,2020-09-30 00:57:52
458,Kirakira,-10.45,161.92,84.18,72,22,12.17,SB,2020-09-30 00:48:27
459,Puntian,7.61,125.12,82.67,72,42,0.13,PH,2020-09-30 00:57:52
460,Port Hedland,-20.32,118.57,93.2,10,18,17.22,AU,2020-09-30 00:57:52
461,Kavaratti,10.57,72.64,80.42,81,92,11.21,IN,2020-09-30 00:49:18
462,Key West,24.56,-81.78,86.0,62,1,4.7,US,2020-09-30 00:55:00
463,Bairiki,1.33,172.98,87.8,66,75,11.41,KI,2020-09-30 00:57:37
464,Neftegorsk,52.8,51.17,50.5,64,19,5.79,RU,2020-09-30 00:57:53
465,Kahului,20.89,-156.47,87.8,58,20,13.87,US,2020-09-30 00:46:50
466,Belmonte,-15.86,-38.88,77.0,73,20,8.05,BR,2020-09-30 00:57:53
467,San Fernando,15.03,120.69,82.4,83,75,2.24,PH,2020-09-30 00:57:54
468,Zhigansk,66.77,123.37,33.03,90,100,18.92,RU,2020-09-30 00:46:26
469,Pitimbu,-7.47,-34.81,73.4,88,66,4.7,BR,2020-09-30 00:57:54
470,Kizukuri,40.81,140.39,69.01,82,75,3.36,JP,2020-09-30 00:57:54
471,Manica,49.0,-1.17,60.01,100,90,3.36,FR,2020-09-30 00:57:54
472,Arroio Dos Ratos,-30.08,-51.73,66.2,82,50,6.93,BR,2020-09-30 00:57:23
473,Boa Vista,2.82,-60.67,87.8,48,20,9.17,BR,2020-09-30 00:44:35
474,Hambantota,6.12,81.12,75.2,100,40,5.82,LK,2020-09-30 00:57:55
475,Davila,18.47,120.58,78.8,88,75,4.7,PH,2020-09-30 00:57:55
476,Semnan,35.57,53.4,49.95,49,3,1.99,IR,2020-09-30 00:57:56
477,Mahajanga,-15.72,46.32,71.6,88,20,5.82,MG,2020-09-30 00:57:56
478,Bainbridge,47.63,-122.52,77.0,41,1,4.7,US,2020-09-30 00:52:59
479,Kars,40.6,43.09,42.8,93,88,2.24,TR,2020-09-30 00:57:56
480,Tsaratanana,-16.78,47.65,66.87,76,3,8.34,MG,2020-09-30 00:57:57
481,Wewak,-3.55,143.63,84.18,69,27,6.51,PG,2020-09-30 00:57:57
482,Linxia,35.6,103.21,55.29,81,100,3.44,CN,2020-09-30 00:57:58
483,Manaus,-3.1,-60.02,78.8,88,20,1.43,BR,2020-09-30 00:57:58
484,Auki,-8.77,160.7,87.06,61,0,6.53,SB,2020-09-30 00:57:58
485,Mentakab,3.49,102.35,78.62,86,99,1.48,MY,2020-09-30 00:57:58
486,Tunceli,39.11,39.55,71.6,40,100,8.05,TR,2020-09-30 00:57:58
487,Watertown,42.37,-71.18,72.0,78,75,9.17,US,2020-09-30 00:57:59
488,Walvis Bay,-22.96,14.51,51.01,93,0,9.17,NA,2020-09-30 00:48:17
489,Takoradi,4.88,-1.76,75.63,93,100,9.62,GH,2020-09-30 00:57:59
490,Itarema,-2.92,-39.92,78.15,81,0,17.4,BR,2020-09-30 00:45:54
491,Arlit,18.74,7.39,92.17,11,2,3.69,NE,2020-09-30 00:58:00
492,Olga,43.74,135.29,61.12,53,100,4.59,RU,2020-09-30 00:58:00
493,Ayan,56.45,138.17,49.35,63,100,9.69,RU,2020-09-30 00:58:00
494,Kissidougou,9.18,-10.1,69.66,93,100,1.36,GN,2020-09-30 00:58:01
495,Jacareacanga,-6.22,-57.75,80.31,59,39,0.54,BR,2020-09-30 00:58:01
496,Mayor Pablo Lagerenza,-19.93,-60.77,89.37,32,0,9.84,PY,2020-09-30 00:58:01
497,Lavrentiya,65.58,-171.0,37.81,76,0,1.52,RU,2020-09-30 00:48:12
498,Ainring,47.82,12.95,51.8,93,75,1.12,DE,2020-09-30 00:58:02
499,Okhotsk,59.38,143.3,48.18,68,100,4.21,RU,2020-09-30 00:50:31
500,Mogzon,51.74,111.96,41.45,67,38,1.86,RU,2020-09-30 00:58:02
501,Kloulklubed,7.04,134.26,82.4,83,90,3.36,PW,2020-09-30 00:58:03
502,Dong Xoai,11.53,106.92,78.12,87,99,2.93,VN,2020-09-30 00:58:03
503,Yining,29.04,114.56,70.25,82,50,2.19,CN,2020-09-30 00:58:03
504,Osypenko,46.91,36.83,63.0,100,100,32.99,UA,2020-09-30 00:58:04
505,Ust-Maya,60.42,134.53,40.26,86,100,2.15,RU,2020-09-30 00:58:04
506,Ghimes-Faget,46.58,26.07,57.0,84,100,7.63,RO,2020-09-30 00:58:04
507,Berlevag,70.86,29.09,50.22,83,50,9.86,NO,2020-09-30 00:58:04
508,Korem,12.51,39.52,53.58,69,57,1.34,ET,2020-09-30 00:58:05
509,Otane,-39.88,176.63,56.28,45,49,4.79,NZ,2020-09-30 00:58:05
510,Dosso,13.05,3.19,81.32,71,99,10.76,NE,2020-09-30 00:58:06
511,Hamilton,39.18,-84.53,54.0,87,75,4.7,US,2020-09-30 00:58:06
512,Evensk,61.95,159.23,41.95,90,100,6.67,RU,2020-09-30 00:58:06
513,Bahia Honda,22.9,-83.16,80.04,81,6,1.59,CU,2020-09-30 00:58:06
514,Te Anau,-45.42,167.72,45.48,82,11,2.8,NZ,2020-09-30 00:58:07
515,Talkha,31.05,31.38,71.22,86,20,2.86,EG,2020-09-30 00:58:07
516,Nuuk,64.18,-51.72,30.2,68,0,10.29,GL,2020-09-30 00:57:44
517,Jasper,37.2,-94.35,68.0,34,1,6.93,US,2020-09-30 00:58:08
518,Olafsvik,64.89,-23.71,40.26,83,68,8.99,IS,2020-09-30 00:57:07
519,Jumla,29.27,82.18,54.55,54,0,4.18,NP,2020-09-30 00:58:08
520,Chabahar,25.29,60.64,80.15,80,0,8.7,IR,2020-09-30 00:58:09
521,Udachnyy,66.42,112.4,23.0,92,90,6.71,RU,2020-09-30 00:58:09
522,Tazovskiy,67.47,78.7,37.06,91,65,10.98,RU,2020-09-30 00:58:10
523,Talcahuano,-36.72,-73.12,53.6,87,75,9.17,CL,2020-09-30 00:56:43
524,Onega,63.91,38.14,45.93,94,86,5.08,RU,2020-09-30 00:58:11
525,Pochutla,15.74,-96.47,80.01,87,100,3.24,MX,2020-09-30 00:58:11
526,Kutum,14.2,24.67,76.55,60,92,3.36,SD,2020-09-30 00:58:11
527,Tumbes,-3.57,-80.44,68.18,83,86,8.99,PE,2020-09-30 00:58:12
528,Ampanihy,-24.7,44.75,65.77,92,0,6.78,MG,2020-09-30 00:58:12
529,Dawlatabad,36.41,64.91,45.21,59,0,3.87,AF,2020-09-30 00:58:12
530,Stephenville,32.22,-98.2,71.6,26,1,3.36,US,2020-09-30 00:58:12
531,Potsdam,52.4,13.07,51.01,100,63,3.36,DE,2020-09-30 00:58:13
532,Tselinnoye,53.08,85.67,30.54,97,28,9.89,RU,2020-09-30 00:58:13
533,Pringsewu,-5.36,104.97,79.9,78,57,1.1,ID,2020-09-30 00:58:13
534,Turtas,58.94,69.13,40.5,78,100,9.04,RU,2020-09-30 00:58:14
535,Turki,51.99,43.27,51.87,58,100,10.2,RU,2020-09-30 00:58:14
536,Eyl,7.98,49.82,77.22,80,96,15.01,SO,2020-09-30 00:58:14
537,Finnsnes,69.23,17.98,43.0,93,15,8.05,NO,2020-09-30 00:58:14
538,Karratha,-20.74,116.85,87.71,14,10,18.1,AU,2020-09-30 00:58:15
539,Novikovo,51.15,37.89,57.2,36,92,16.06,RU,2020-09-30 00:58:15
540,Port Augusta,-32.5,137.77,62.6,67,3,9.17,AU,2020-09-30 00:58:16
541,Golden,39.76,-105.22,75.0,30,0,3.58,US,2020-09-30 00:58:16
542,Rosario Oeste,-14.84,-56.43,87.06,23,0,2.33,BR,2020-09-30 00:58:16
543,Krasnyy Oktyabr,56.12,38.88,47.86,69,82,6.49,RU,2020-09-30 00:58:16
544,Samarinda,-0.5,117.15,84.76,68,78,2.77,ID,2020-09-30 00:58:16
